ID,PostTypeId,CreationDate,Title,Tags,Score,ViewCount,AnswerCount,FavoriteCount
"109556","1","2022-03-31 23:00:01","Comparison of zero-shot learning, one-shot learning, and few-shot learning?","<training><transformer><semi-supervised-learning><federated-learning><few-shot-learning>","0","73","0",""
"109558","1","2022-04-01 03:11:31","model.fit vs model.evaluate gives different results?","<keras><data-science-model><accuracy><evaluation><transfer-learning>","0","1050","1",""
"109559","1","2022-04-01 06:08:27","why the K-means optimization problem is non-convex?","<machine-learning><clustering><data-mining><k-means>","2","226","0",""
"109560","1","2022-04-01 06:39:25","How to resolve this error while making bar graph?","<python><matplotlib>","0","33","1",""
"109561","1","2022-04-01 06:46:27","How is the survival function in Kaplan Meir is affected if there is no censoring?","<survival-analysis>","0","10","0",""
"109562","1","2022-04-01 07:35:45","How to detect for certain malicious behavior?","<clustering><anomaly-detection>","0","13","0",""
"109563","1","2022-04-01 07:55:06","what about differences between the meta and semi-supervised and self-supervised and active and federated and few-shot learning?","<semi-supervised-learning><active-learning><meta-learning><federated-learning><few-shot-learning>","0","12","0",""
"109564","1","2022-04-01 08:33:11","What is the best GNN for a NMT task?","<deep-learning>","0","11","0",""
"109565","1","2022-04-01 10:13:18","Activation Function Hyperparameter Optimisation","<machine-learning><keras><machine-learning-model><hyperparameter-tuning><hyperparameter>","0","19","0",""
"109566","1","2022-04-01 10:29:34","How to observe dependencies using ROC curves?","<machine-learning><r><rstudio><roc>","0","9","0",""
"109568","1","2022-04-01 11:49:52","How can I do continuum regression in R?","<regression><dataset><statistics><data-analysis><inference>","0","18","0",""
"109572","1","2022-04-01 15:09:52","Special tokens for encoder and decoder in the transformer architecture","<bert><transformer><encoder>","0","224","0",""
"109573","1","2022-04-01 15:18:28","How to measure statistical similarity or discrepancy between a dataset and a distribution?","<statistics><mathematics><distribution>","2","22","1",""
"109575","1","2022-04-01 16:05:14","How to represent a time duration feature for cases where time is still counting","<machine-learning><classification><feature-selection><feature-engineering><feature-construction>","0","19","1",""
"109576","1","2022-04-01 16:29:11","too much data to label","<machine-learning><data><labelling>","2","111","1",""
"109577","1","2022-04-01 16:56:19","Industry analysis - multiple industries","<data-cleaning><logistic-regression><exploratory-factor-analysis>","0","10","0",""
"109579","1","2022-04-01 18:23:06","Train model using Transfer Learning, the validation accuracy not learning","<deep-learning><keras><transfer-learning>","0","74","0",""
"109580","1","2022-04-01 18:26:53","AttributeError: 'DecisionTreeRegressor' object has no attribute 'tree_'","<machine-learning><python>","0","2167","1",""
"109581","1","2022-04-01 18:34:21","Using keras LSTM layer for time series prediction","<keras><time-series><lstm>","0","58","0",""
"109584","1","2022-04-01 22:28:07","How to justify logarithmically scaled frequency for tf in tf-idf?","<nlp><tfidf><logarithmic>","1","20","1",""
"109585","1","2022-04-01 22:34:27","Pandas Dataframe Filtering based on rows","<python><pandas><numpy><dataframe>","0","40","0",""
"109586","1","2022-04-01 23:37:58","NLP to calculate similarity ratio between sentences of max 5-6 words","<machine-learning><python><nlp>","1","203","2",""
"109587","1","2022-04-02 00:22:15","Ways to detect negation in Natural Language Processing?","<nlp>","0","196","1",""
"109588","1","2022-04-02 04:26:16","Naive Bayes classifiers working principal raise question","<classification><naive-bayes-classifier>","1","17","1",""
"109592","1","2022-04-02 11:53:43","Why my models have a pretty high accuracy with a small training dataset?","<random-forest><decision-trees><svm><accuracy><overfitting>","0","33","1",""
"109595","1","2022-04-02 14:02:21","output F1-score instead of Accuracy","<accuracy><classifier><f1score>","0","15","1",""
"109598","1","2022-04-02 14:21:22","Setting the Dates properly in Orange Times series module","<orange>","0","94","1",""
"109603","1","2022-04-02 16:12:15","How do I use wavelet transform for feature extraction correctly?","<machine-learning><classification><scikit-learn><svm><multiclass-classification>","2","78","1",""
"109606","1","2022-04-02 18:36:19","Interpretation of Log Odds in Logistic Regression","<logistic-regression><logarithmic>","0","121","1","0"
"109607","1","2022-04-02 18:41:41","What causes explosion in MSE when training?","<machine-learning><machine-learning-model><training><overfitting><mse>","0","105","1",""
"109608","1","2022-04-02 19:03:59","How Logistic Regression nomogram is constructed from binary classifier?","<machine-learning><logistic-regression>","1","146","1",""
"109614","1","2022-04-02 19:50:18","String together a set of tokens into a sequence","<machine-learning><sequence-to-sequence>","3","50","1",""
"109616","1","2022-04-02 21:35:18","How to convert a string variable containing comments to a variable with integers to be used in neural networks?","<r><lstm><text-mining><text>","0","22","0",""
"109618","1","2022-04-03 06:04:55","How to detect features in a 3D point cloud with a simple neural network?","<machine-learning><neural-network><classification><feature-extraction>","0","12","0",""
"109619","1","2022-04-03 07:07:20","MTCNN for face detection different result","<keras><tensorflow><cnn><convolutional-neural-network>","0","50","0",""
"109620","1","2022-04-03 07:42:26","Do subjective features result to noise?","<machine-learning><classification><feature-engineering>","1","48","1",""
"109622","1","2022-04-03 08:41:09","Log odds preference query","<logistic-regression><logarithmic>","0","19","0",""
"109625","1","2022-04-03 09:51:25","NLP text representation techniques that preserve word order in sentence?","<nlp><feature-engineering><text-mining><feature-extraction><text>","3","95","2",""
"109626","1","2022-04-03 09:58:25","Efficient way to write complicated algorithms","<programming>","0","10","0",""
"109631","1","2022-04-03 13:41:03","How to do Image forecasting with set of images as timeseries?","<deep-learning><tensorflow><time-series><image-classification><python-3.x>","0","83","0",""
"109632","1","2022-04-03 14:40:16","Clustering a set of matrices with kmeans/other approaches","<machine-learning><clustering><k-means><data-analysis>","0","82","1",""
"109633","1","2022-04-03 14:49:20","TypeError: cannot unpack non-iterable DecomNetModel object","<machine-learning><deep-learning><tensorflow>","0","39","0",""
"109634","1","2022-04-03 16:00:00","Can I use low dimensional node features in graph convolutional networks?","<cnn><convolutional-neural-network><graph-neural-network>","0","18","0",""
"109635","1","2022-04-03 16:41:44","Model description classification supervised learning","<machine-learning><classification><supervised-learning>","0","7","0",""
"109636","1","2022-04-03 17:03:22","One hot encoding with Keras","<neural-network><keras><one-hot-encoding>","0","448","1",""
"109637","1","2022-04-03 17:07:28","Problems with recurrent neural net working with time steps","<machine-learning><deep-learning><neural-network><keras><rnn>","0","11","0",""
"109639","1","2022-04-03 17:29:52","ValueError: Found input variables with inconsistent numbers of samples: [1599, 1600]","<python><scikit-learn><training>","0","139","0",""
"109641","1","2022-04-03 17:57:12","how is grammatic evolution different from grammar-based genetic programming?","<machine-learning><ai><genetic-algorithms><genetic-programming><grammar-inference>","0","16","0",""
"109642","1","2022-04-03 18:51:11","Architecture for certain points identification and detection in images","<deep-learning><neural-network><convolutional-neural-network><computer-vision>","0","15","0",""
"109643","1","2022-04-03 20:18:13","Determining whether keywords are a product or not","<python><classification><nlp>","0","11","0",""
"109644","1","2022-04-04 01:19:25","Multivariate time series forecasting and LSTM: When should I separate time series in different inputs","<machine-learning><deep-learning><time-series><lstm><forecasting>","0","163","0",""
"109645","1","2022-04-04 03:31:04","Dealing with inputs of different sizes in time series forecasting","<machine-learning><neural-network><time-series><lstm><forecasting>","0","184","1",""
"109646","1","2022-04-04 04:26:22","How do I use GPT-J for document data extraction?","<python><openai-gpt><information-extraction>","0","340","0",""
"109647","1","2022-04-04 05:47:06","How to find syntactic dependencies in text using unsupervised method and context information?","<python><nlp><unsupervised-learning><nltk>","0","17","0",""
"109648","1","2022-04-04 05:52:26","How to use label smoothing for single label classification in hugging face models","<nlp><pytorch><python-3.x><huggingface>","0","68","0",""
"109649","1","2022-04-04 07:33:36","How to deal with data that is only available for a certain category","<missing-data>","0","12","0",""
"109651","1","2022-04-04 08:39:01","Data augmentation in images","<image-classification><data-augmentation>","2","73","1",""
"109654","1","2022-04-04 09:18:20","Replacing count by percentage in R","<r><statistics><data><data-analysis><homework>","1","63","1",""
"109655","1","2022-04-04 09:57:23","How do I choose the right parameters for just plain old simple standarddeviation?","<statistics><overfitting><binary-classification>","0","24","0",""
"109657","1","2022-04-04 10:24:03","Logistic Regression - Log odds query","<logistic-regression>","0","23","0",""
"109658","1","2022-04-04 10:59:53","Hugging face Model Output 'last_hidden_state'","<pytorch><bert><huggingface><bart>","0","793","0",""
"109660","1","2022-04-04 12:22:36","Value Error: Shapes (None,128,128) and (None, 4) are incompatible","<cnn><categorical-data>","0","1104","0",""
"109661","1","2022-04-04 13:03:18","Is there a difference between AutoGrad and explicit derivatives (gradient)?","<machine-learning><deep-learning><gradient-descent><backpropagation><gradient>","0","20","0",""
"109666","1","2022-04-04 14:54:39","Understanding Learning Rate in depth","<machine-learning><deep-learning><optimization><gradient-descent><sgd>","1","23","1",""
"109667","1","2022-04-04 15:03:23","finding better threshold for the unsupervised problem","<deep-learning><clustering><computer-vision><loss-function><unsupervised-learning>","0","33","0",""
"109668","1","2022-04-04 17:09:51","How to feed in a list of numpy arrays into a TensorFlow model?","<python><tensorflow><dataset>","0","104","0",""
"109669","1","2022-04-04 17:50:46","How to train a form recognizer","<image-recognition><image-preprocessing><image-segmentation>","0","16","0",""
"109670","1","2022-04-04 18:57:13","adding a column with numbered observations per id","<data>","0","60","1",""
"109672","1","2022-04-04 20:42:38","Should deep layers ever have more units than the input layer?","<machine-learning><deep-learning><optimization>","0","22","1",""
"109673","1","2022-04-04 22:16:42","How to deal with words out of the vocabulary CBOW implementation","<word-embeddings><word2vec>","1","26","0",""
"109674","1","2022-04-04 23:23:02","references on how to use shap values without the shap package","<python><data-science-model><shap><gradient-boosting-decision-trees>","1","26","0",""
"109675","1","2022-04-04 23:44:05","Does shap value use the target variable in its calculation?","<python><shap>","0","77","0",""
"109676","1","2022-04-05 03:01:46","Depth of Networks - newbie question","<machine-learning><neural-network>","0","8","0",""
"109678","1","2022-04-05 04:13:28","Logistic Regression-Linearity between dependent & independent variables","<logistic-regression><linearly-separable>","0","4","0",""
"109679","1","2022-04-05 04:24:39","Logistic Regression-Log odds calculation example","<logistic-regression>","1","36","0",""
"109680","1","2022-04-05 07:01:55","why are we using a test set when we are finding the most optimal parameters in training set","<machine-learning>","0","10","0",""
"109682","1","2022-04-05 09:37:20","When would I use model.to(""cuda:1"") as opposed to model.to(""cuda:0"")?","<pytorch><cuda>","0","173","0",""
"109683","1","2022-04-05 10:02:33","How should I OneHotEncod a column of (8128 rows and) 2058 nuniques?","<scikit-learn><pandas><one-hot-encoding>","1","15","0",""
"109684","1","2022-04-05 10:14:58","Social Media Analysis (Brandwatch, TalkWalker etc.)","<social-network-analysis>","0","12","0",""
"109685","1","2022-04-05 11:00:39","Free IDE for enterprise use to program R - any tips?","<r>","0","27","0",""
"109687","1","2022-04-05 11:55:37","Clustering - Auto ML Solutions","<machine-learning><clustering><data-mining><predictive-modeling><statistics>","0","358","1",""
"109689","1","2022-04-05 12:51:01","Do the multiple heads in Multi head attention actually lead to more parameters or different outputs?","<pytorch><transformer><attention-mechanism>","0","290","0",""
"109690","1","2022-04-05 14:21:28","Calculating relative risk in R","<r><statistics><data-analysis>","0","68","1",""
"109691","1","2022-04-05 14:38:50","1D Sequence Classification","<lstm><rnn><multiclass-classification><transformer><sequence>","2","83","0",""
"109694","1","2022-04-05 14:53:17","Predict prices with tensorflow","<machine-learning><tensorflow><time-series><forecasting>","0","157","1",""
"109700","1","2022-04-05 17:09:44","Linear regresion for multiple time series","<python><time-series><linear-regression>","1","11","0",""
"109701","1","2022-04-05 17:10:41","Interpretation of log odds","<logistic-regression>","0","91","1",""
"109702","1","2022-04-05 17:16:07","Is There Techniques for creating synthetic Data for Regression Problem i tried SMOTE and its variant but these are for classification problem","<machine-learning><deep-learning><regression><data-cleaning><data-augmentation>","0","66","0",""
"109703","1","2022-04-05 18:01:14","Learning rate terminology, what is 'reducing' a learning rate?","<machine-learning><tensorflow><learning-rate>","0","53","1",""
"109709","1","2022-04-05 21:40:56","How to build regression model on residuals","<machine-learning><scikit-learn><regression>","2","36","1",""
"109712","1","2022-04-06 00:57:06","Reproducing the predictions of random forest regression","<random-forest>","1","28","0",""
"109713","1","2022-04-06 01:08:11","Comparing two groups at large scale","<machine-learning><classification><clustering><data-mining><statistics>","0","42","1",""
"109714","1","2022-04-06 01:21:17","Can you use both copy mechanism and BPE?","<machine-learning><deep-learning><neural-network><nlp><rnn>","1","7","0",""
"109715","1","2022-04-06 02:13:02","How to handle categorical feature engineering in ML production?","<machine-learning><deployment>","1","130","1",""
"109716","1","2022-04-06 02:38:06","Seq2Seq loss function","<neural-network><rnn><sequence-to-sequence>","1","84","1",""
"109719","1","2022-04-06 03:58:28","Calculating Demand confidence","<statistics><data><data-science-model><probabilistic-programming>","0","12","0",""
"109720","1","2022-04-06 05:12:46","How Can I Implement MOEA/D Algorithm in Java From Pseudocode?","<optimization><java><metaheuristics>","0","27","0",""
"109724","1","2022-04-06 07:19:51","Movie Recommendation Model based on user behavior pattern and movie data","<recommender-system>","1","24","0",""
"109725","1","2022-04-06 08:43:00","Beginner needs guidance. Machine Learning, preparing training data","<machine-learning><dataset><image-classification><image-preprocessing><beginner>","0","21","0",""
"109727","1","2022-04-06 10:00:22","XGBoost regression scale invariant? 0 depth trees for target variable with small (1E-7) values","<python><xgboost><gradient-boosting-decision-trees>","0","138","1",""
"109729","1","2022-04-06 10:51:05","Why is n-fold cross validation not expensive for K-nearest-neighbours?","<cross-validation>","1","47","1",""
"109733","1","2022-04-06 11:57:35","Models: during training and during deployment","<predictive-modeling><model-selection>","0","44","1",""
"109738","1","2022-04-06 13:01:07","How to increase the model accuracy and how to choose the number of epochs in a LSTM model from accuracy and loss curves?","<machine-learning><lstm><sentiment-analysis>","0","24","0",""
"109739","1","2022-04-06 13:47:37","Determining if a city belongs to a country by coordinates with neural networks","<neural-network><classification>","1","39","0",""
"109742","1","2022-04-06 15:16:43","Are there any known methods to generalize multiple trajectories into one ""optimal"" path based on energy consumption?","<machine-learning><python><time-series><regression><dataset>","1","14","0",""
"109743","1","2022-04-06 15:36:00","regression model behaves (predicts) like classification","<scikit-learn><regression><data-science-model>","0","36","1",""
"109744","1","2022-04-06 15:46:33","Implementing a Randomized Neural Network using Tensorflow?","<machine-learning><python><neural-network><tensorflow><optimization>","0","23","1",""
"109752","1","2022-04-06 18:35:35","Can you get a very good AUC-ROC score despite predicting all rows to have the same probability?","<classification><class-imbalance><roc>","0","23","0",""
"109753","1","2022-04-06 18:52:29","Complex balanced dataloading from multiple imbalanced datasets?","<deep-learning><pytorch><class-imbalance><imbalanced-data>","0","38","0",""
"109755","1","2022-04-06 19:22:59","skip gram vector representation","<neural-network><nlp><ai>","2","28","0",""
"109756","1","2022-04-06 21:20:17","max temperature for every month given several months and several years","<python><pandas>","1","425","1",""
"109757","1","2022-04-06 22:03:02","What is the difference between keras tuned hyperparameters and manually defined Sequential model with same hyperparameters?","<regression><hyperparameter-tuning><mlp>","0","63","0",""
"109758","1","2022-04-07 01:12:41","Area Under the Precision Recall Curve","<classification><class-imbalance><auc>","3","132","1",""
"109759","1","2022-04-07 01:44:16","Generate paragraphs from given words","<nlp><rnn>","2","206","1",""
"109760","1","2022-04-07 05:52:30","Do we perform text embedding before or after train-test splitting?","<word-embeddings><word2vec><embeddings>","1","367","1",""
"109761","1","2022-04-07 08:32:38","What is the good way to print classifier lines with sklear learn LinearSVC","<python><scikit-learn><regression><linear-regression><multiclass-classification>","0","19","0",""
"109762","1","2022-04-07 08:56:24","I have a question about scaling test data in svm machine learning (binary)","<python><svm>","0","25","0",""
"109764","1","2022-04-07 09:35:22","how to interpret precsion recall value in binary classification of scikit-learn","<classification><metric><binary-classification>","0","44","1",""
"109766","1","2022-04-07 09:48:25","Write logs into excel sheet in sharepoint","<python><python-3.x><excel><api>","0","43","0",""
"109769","1","2022-04-07 10:49:15","Clustering days based on features","<machine-learning><time-series><clustering><k-means>","1","31","0",""
"109770","1","2022-04-07 12:11:05","How do I estimate the benefit of one business method over another when all my data is confounded?","<statistics><data-analysis>","1","15","1",""
"109771","1","2022-04-07 12:18:30","Fraud detection with machine learning with partialy labeled data","<machine-learning><keras><time-series><anomaly-detection><one-class-classification>","1","20","0",""
"109774","1","2022-04-07 13:53:35","Log odds understanding","<logistic-regression><correlation><logarithmic>","0","40","0",""
"109775","1","2022-04-07 14:34:58","how to set threshold for anomaly detection","<machine-learning><anomaly-detection>","1","623","2",""
"109776","1","2022-04-06 10:31:00","How do NVIDIA GPU restrictions affect AI computational frameworks?","<hardware><gpu>","1","129","1",""
"109779","1","2022-04-07 16:05:55","Getting Input Dimension from Tensorflow","<machine-learning><deep-learning><tensorflow><cnn><tpu>","0","49","0",""
"109780","1","2022-04-07 18:41:47","Possible LSTM architectures and training methods to fill in missing trajectory data","<machine-learning><python><neural-network><tensorflow><lstm>","2","17","0",""
"109781","1","2022-04-07 18:51:48","keras binary classifier is predicting same outcome and has very poor AUC","<python><neural-network><keras><predictive-modeling>","1","16","0",""
"109784","1","2022-04-07 21:36:32","How can humans improve machine learning models?","<machine-learning><machine-learning-model>","2","19","0",""
"109788","1","2022-04-07 23:52:11","Distance Metric between 2 lists of sets","<distance><jaccard-coefficient>","1","126","1",""
"109789","1","2022-04-08 02:36:58","validation accuracy is stuck at 99.44% from the first training epoch while training accuracy and loss are increasing and decreasing respectively","<machine-learning><deep-learning><keras><nlp>","0","74","0",""
"109790","1","2022-04-08 03:14:40","Comparison between applications of vanilla transformer and BERT","<bert><transformer>","1","120","1",""
"109791","1","2022-04-08 04:18:23","Finding contribution/weight of features in output from a series of data","<regression><clustering><statistics><feature-engineering><linear-programming>","1","22","1",""
"109793","1","2022-04-08 06:17:58","Is it wise to always `StandardScaler()` features? [SOLVED]","<python><feature-extraction><feature-scaling>","2","169","2",""
"109797","1","2022-04-08 11:54:42","Is smoothing required in reinforcement learning?","<reinforcement-learning>","0","12","0",""
"109800","1","2022-04-08 15:06:47","NLP LSTM input basic doubt","<machine-learning><deep-learning><nlp><lstm><rnn>","1","65","1",""
"109803","1","2022-04-08 17:16:49","Machine Learning Model for Automating Data Cleaning","<machine-learning><python><nlp><r>","0","7","0",""
"109804","1","2022-04-08 17:36:26","Which Pointers from WordNet are Used for Synset in NLTK","<nlp><nltk>","1","17","0",""
"109805","1","2022-04-08 17:53:57","Extracting information from bills, tax statements, etc: What ML model to use?","<nlp><information-retrieval><information-extraction>","1","20","0",""
"109807","1","2022-04-08 18:19:52","Why is NDCG high even for wrongly ranked predictions?","<metric><ranking><ndcg>","2","171","0",""
"109809","1","2022-04-08 19:28:15","How to check the validity of data? if There are repeated Y values against X data","<dataset><data><model-selection>","0","9","0",""
"109810","1","2022-04-08 19:34:08","How variable alpha changes SGDRegressor behavior for outlier?","<python><hyperparameter-tuning><outlier><sgd>","1","59","1",""
"109811","1","2022-04-08 21:40:08","How to fix : ""TypeError: 'StandardScaler' object is not iterable""?","<machine-learning><scikit-learn>","0","444","0",""
"109812","1","2022-04-08 21:52:55","Which variables to make stationary, dependent or target?","<preprocessing>","0","23","0",""
"109813","1","2022-04-09 00:24:55","ValueError: Input contains NaN, infinity or a value too large for dtype('float64') - fitting a model","<machine-learning><python><pandas>","0","245","0",""
"109814","1","2022-04-09 01:54:42","How to explain this coorelation between features","<correlation><distribution>","0","16","0",""
"109815","1","2022-04-09 02:24:52","Advice on using an Open-Source Real-Time Recommender System","<recommender-system>","1","34","0",""
"109817","1","2022-04-09 03:52:48","How to use Splitting for startifying in sklearn for multiple files","<machine-learning><scikit-learn><cross-validation><sampling>","0","36","0",""
"109819","1","2022-04-09 05:32:32","What are the benefits of using spectral k-means over simple k-means?","<machine-learning><k-means><kernel><spectral-clustering>","1","122","1",""
"109821","1","2022-04-09 10:22:03","Resultant entropy of the target feature example","<decision-trees>","0","15","0",""
"109822","1","2022-04-09 12:27:42","NLP Basic input doubt","<machine-learning><deep-learning><nlp><lstm><tfidf>","1","35","1",""
"109823","1","2022-04-09 12:33:09","Multiple conda enviroments in (R) functions using reticulate","<python><r><conda>","0","148","1",""
"109824","1","2022-04-09 13:17:54","Object Detection without annotations and labels","<computer-vision><object-detection><image-recognition><yolo><object-recognition>","1","399","0",""
"109825","1","2022-04-09 14:18:13","Why has only sense to show the Separation criteria in the ROC plot?","<machine-learning><data-science-model><roc>","0","20","0",""
"109826","1","2022-04-09 14:26:46","K-Means time series clustering with multiple time series for each data point","<python><time-series><clustering><k-means>","1","475","0",""
"109827","1","2022-04-09 14:30:22","How to interpret integrated gradients in an NLP toxic text classification use-case?","<neural-network><nlp><gradient-descent><explainable-ai><gradient>","1","19","0",""
"109832","1","2022-04-09 16:00:16","How to handle this kind of timeseries","<python><neural-network><time-series>","0","69","1",""
"109833","1","2022-04-09 16:17:07","Extract a numeric attribute from partially unstructured text for each word of a vocabulary","<neural-network><text-mining>","0","77","0",""
"109834","1","2022-04-09 16:17:36","Atomic tasks from a complex task using NLP","<nlp><text-mining><sequence-to-sequence>","0","8","0",""
"109840","1","2022-04-10 01:03:05","Are more dense layers always equal to or better than less layers?","<machine-learning><deep-learning><neural-network>","0","29","0",""
"109842","1","2022-04-10 01:52:31","How can we ensure ""equal testing"" between different models of different nodes/layers, but same epochs, when tuning hyperparameters?","<machine-learning><deep-learning><neural-network>","0","3","0",""
"109844","1","2022-04-10 06:01:00","Confused on Naive Bayes classifier","<machine-learning><naive-bayes-classifier><mathematics><bayesian><gaussian>","1","31","1",""
"109845","1","2022-04-10 07:25:44","Feature engineering before splitting","<feature-selection><feature-engineering><features><transformation>","1","240","1",""
"109846","1","2022-04-10 07:31:51","Application of bag-of-ngrams in feature engineering of texts","<feature-engineering><word-embeddings><ngrams>","1","21","1",""
"109848","1","2022-04-10 10:32:33","How to understand CV","<machine-learning-model><cross-validation>","0","22","0",""
"109850","1","2022-04-10 13:41:28","Cosine-like alternative to Mahalanobis distance","<distance><cosine-distance>","2","151","0",""
"109851","1","2022-04-10 14:30:32","Effect of log odds on skewed data","<logistic-regression><transformation><logarithmic><logistic>","1","31","1",""
"109853","1","2022-04-10 15:29:11","Problems with KNN using tidymodels","<machine-learning><classification><r><machine-learning-model><k-nn>","0","135","0",""
"109854","1","2022-04-10 15:48:59","Looking for data analysis techniques and approach","<machine-learning><correlation><data-analysis>","0","14","0",""
"109857","1","2022-04-10 15:56:34","MXNet for nltk.sentiment.vader?","<sentiment-analysis><mxnet>","0","12","0",""
"109858","1","2022-04-10 17:03:00","What approach I should take to extract number entity from dataset","<machine-learning><python><nlp><spacy>","1","107","0",""
"109859","1","2022-04-10 17:14:05","KFold splitting of time series","<time-series><regression><cross-validation>","1","41","0",""
"109860","1","2022-04-10 18:17:26","Question about grad() from Deep Learning by Chollet","<backpropagation><gradient>","0","12","0",""
"109861","1","2022-04-10 19:42:21","is my confusion matrix is showing differently or is it correctly showing?","<machine-learning><python>","0","277","1",""
"109862","1","2022-04-10 21:53:55","What Model would best be suitable for my dataset?","<machine-learning><predictive-modeling>","0","40","1",""
"109863","1","2022-04-10 23:13:18","what type of machine learning should i implement for this case","<python><classification><scikit-learn><naive-bayes-classifier>","0","13","0",""
"109865","1","2022-04-11 02:38:47","Best Approach for this Entity Extraction Problem?","<machine-learning><nlp><named-entity-recognition>","0","15","0",""
"109866","1","2022-04-11 03:09:41","How to use LSTM on Human Interface Data?","<neural-network><classification><time-series><lstm><rnn>","0","13","0",""
"109867","1","2022-04-11 04:55:37","Which models to use for high dimensional unsupervised classification?","<clustering>","0","133","1",""
"109868","1","2022-04-11 05:08:08","regression.fit(x_train, y_train) is not working on python","<python><scikit-learn><regression><pandas><numpy>","0","119","0",""
"109869","1","2022-04-11 07:30:29","What is ""Gradient × Hidden States"" explainability method? Is there any documentation about it?","<gradient-descent><explainable-ai>","0","14","0",""
"109870","1","2022-04-11 07:34:22","Why does Keras UpSampling2D layer cast to float32?","<keras><tensorflow>","0","86","1",""
"109873","1","2022-04-11 08:06:37","ML Modeling approach for Event data","<time-series><sequence>","1","31","1",""
"109875","1","2022-04-11 09:34:32","Batch Size influences R2 score a lot, but not MSE (much)","<machine-learning><deep-learning><neural-network><mse><r-squared>","0","64","0",""
"109877","1","2022-04-11 10:49:36","What is the correct way to sample from a large dataset with several years of data?","<machine-learning><predictive-modeling>","0","13","0",""
"109886","1","2022-04-11 13:14:34","Is normalization needed for TargetEncoded Variables?","<data-cleaning><normalization><target-encoding>","0","50","1",""
"109888","1","2022-04-11 14:57:18","When linear regression is really a good model to be used?","<statistics><linear-regression>","0","33","0",""
"109889","1","2022-04-11 15:03:21","Open source ML model/dataset Hub (like HugginFace hub or TF Hub)","<open-source>","0","7","0",""
"109893","1","2022-04-11 16:41:30","Time Series Forecast using LSTM and Neural Network","<keras><time-series><lstm>","1","56","0",""
"109898","1","2022-04-11 18:23:36","Can you give any one problem caused by scale symmetry while training deep networks","<machine-learning><deep-learning>","0","63","0",""
"109902","1","2022-04-11 20:27:15","How to properly setup jensen_shannon_divergence and infinity norm in tensorflow data validation for skew and drift checks","<python><tensorflow><distribution><data-drift>","0","20","0",""
"109903","1","2022-04-11 20:31:29","Optimization of a simple M x N dataset","<dataset><optimization><missing-data>","0","18","1",""
"109904","1","2022-04-11 20:46:42","Can I use Bert on data subsets and get a compatible representation for the whole dataset?","<nlp><bert>","1","12","0",""
"109905","1","2022-04-11 21:18:02","Cannot achieve good result while Transfer Learning CIFAR-10 on ResNet50 - Keras","<classification><keras><tensorflow><transfer-learning>","1","203","1",""
"109907","1","2022-04-11 22:21:24","How can I calculate de AUC PR of my classifiers in a multiclass scenario?","<image-classification><metric><auc><validation>","1","23","0",""
"109908","1","2022-04-11 22:35:50","How to test if a curve is well described by an ellipse?","<statistics><data-science-model><overfitting><bayesian><hypothesis-testing>","0","15","0",""
"109909","1","2022-04-11 23:19:44","What does `BaseRandomLayer` do?","<keras><tensorflow>","1","131","0",""
"109910","1","2022-04-12 00:36:09","How can I remove legend from the figure in seaborn?","<python><visualization><matplotlib><seaborn><plotly>","0","1395","1",""
"109911","1","2022-04-12 03:25:35","How to save hugging face fine tuned model using pytorch and distributed training","<pytorch><python-3.x><huggingface><distributed><google-cloud>","1","1025","0",""
"109916","1","2022-04-12 11:06:48","How are the confidence intervals of a model interpreted?","<machine-learning><machine-learning-model><evaluation><rstudio><confidence>","1","50","2",""
"109917","1","2022-04-12 11:08:18","Output of a model as additional input of another model to solve the same task","<machine-learning><ensemble-modeling>","1","1673","2",""
"109918","1","2022-04-12 11:21:14","Using F_regression to find the best significant features","<python><scikit-learn><statistics><feature-selection>","1","62","0",""
"109919","1","2022-04-12 11:23:10","Is RoI Pooling appropriate to retrieve fine details from objects of varying sizes?","<python><keras><cnn><pooling>","0","14","0",""
"109920","1","2022-04-12 12:08:25","Should I encode the categorical data before making a training validation split?","<encoding>","0","84","1",""
"109921","1","2022-04-12 12:12:32","Need help to understand the formula of gradient descent with multiple features","<machine-learning><linear-regression><gradient-descent>","1","24","0",""
"109923","1","2022-04-12 12:54:35","When i'm training the pre-trained model on kaggle dataset, it is showing 79% accuracy. when i test on different dataset it shows 42% accuracy","<machine-learning><python><opencv><inception>","0","15","0",""
"109924","1","2022-04-12 13:04:02","Does feature engineering require absolute accuracy?","<feature-engineering><representation>","1","16","1",""
"109925","1","2022-04-12 13:27:20","How to keep only the top k-frequent ngrams in a text field with pandas?","<ngrams>","1","15","1",""
"109926","1","2022-04-12 13:31:04","Model transfer with limit to none label information","<predictive-modeling><statistics><data-science-model><transfer-learning><bayesian>","0","6","0",""
"109928","1","2022-04-12 14:02:57","How to create recommendation systems that are suitable for deployment in production environment for an ecommerce giant?","<recommender-system><python-3.x><deployment>","0","35","0",""
"109929","1","2022-04-12 14:38:20","Using multiple years of timeseries data to forecast for just one year using Facebook Prophet","<time-series>","0","13","0",""
"109931","1","2022-04-12 15:15:16","Efficient way to compare one record to millions of rows","<data-cleaning><bigdata>","0","53","0",""
"109933","1","2022-04-12 17:10:12","Understanding output of gensim LDA topic modeling API","<machine-learning><topic-model><lda><gensim>","0","14","0",""
